Nom_fichier	Numéro_Phrase	Dynamique	Segment_Annoté	axe_temp	absolu	Type
1958-padog_CE_Oct23_GPU.xml	1839	implantations récentes d’importants groupes d’habitations	récentes	pas		
1958-padog_CE_Oct23_GPU.xml	2012	675 opérations de décentralisation	pendant la période du 1er Octobre 1950 au 1er Juin 1960	pas+pres+fut	oui	dur
1958-padog_CE_Oct23_GPU.xml	2035	peuvent être réalisées	après exploitation de gisements de sable			
1958-padog_CE_Oct23_GPU.xml	2035	peuvent être réaménagés	après enlèvement du sable			
1958-padog_CE_Oct23_GPU.xml	2042	Le développement des industries secondaires s’est poursuivi	depuis la fin du XIXe siècle	pas	oui	dur
1958-padog_CE_Oct23_GPU.xml	2056	s’est développée	depuis la guerre	pas		dur
1958-padog_CE_Oct23_GPU.xml	2268	premières réalisations de zones d’activités	au fur et à mesure	fut		dur
1958-padog_CE_Oct23_GPU.xml	2273	pourront être adaptées suivant l’évolution générale du problème des activités dans les prochaines années et étendues	dans les prochaines années	pas		dur
1958-padog_CE_Oct23_GPU.xml	2309	ce développement déjà particulièrement sensible	depuis la guerre	pas		dur
1958-padog_CE_Oct23_GPU.xml	2322	Grands magasins, services administratifs, bureaux d’études ou de recherches, centres universitaires et culturels de tous ordres, théâtres, installations sportives, etc. appelés à se développer	au cours des années à venir	pas		dur
1958-padog_CE_Oct23_GPU.xml	2426	aient été construits	depuis la Libération	pas		dur
