Nom_fichier	Numero_Phrase	Segment_Annoté	Accompli	Nature	Temps	Proces
2011-Desvigne_CE_Oct23.xml	775	la réparer		repr		iter
2011-Desvigne_CE_Oct23.xml	780	remplacer le faisceau de voies ferrées désaffectées		modif		
2011-Desvigne_CE_Oct23.xml	781	ont imaginé des noyaux d’intensité	non			
2011-Desvigne_CE_Oct23.xml	784	a façonné le territoire		crea		
2011-Desvigne_CE_Oct23.xml	785	Les espaces publics, conçus		crea		
2011-Desvigne_CE_Oct23.xml	790	la transformation du fonctionnement hydraulique	non	modif		
2011-Desvigne_CE_Oct23.xml	791	ont donné forme au territoire	oui	crea		
2011-Desvigne_CE_Oct23.xml	791	le drainage des parties cultivées		modif		
2011-Desvigne_CE_Oct23.xml	791	a abaissé leur niveau				
2011-Desvigne_CE_Oct23.xml	791	est resté stable		maint		
2011-Desvigne_CE_Oct23.xml	792	briser les digues	non	destr		
2011-Desvigne_CE_Oct23.xml	793	digues démantelées	non	destr		
2011-Desvigne_CE_Oct23.xml	793	seront ensuite déposés	non			
2011-Desvigne_CE_Oct23.xml	794	sont ainsi rehaussés	non	modif		
2011-Desvigne_CE_Oct23.xml	794	constituant des territoires hors d’eau	non	crea		
2011-Desvigne_CE_Oct23.xml	804	étalement urbain diffus		crea		
2011-Desvigne_CE_Oct23.xml	804	la transformation d’une ancienne zone portuaire	non	modif		
2011-Desvigne_CE_Oct23.xml	805	La mutation de ce quartier	non	modif		
2011-Desvigne_CE_Oct23.xml	806	la requalification de larges quais industriels	non			repr+iter
2011-Desvigne_CE_Oct23.xml	807	la création de trois parcs	non	crea		
2011-Desvigne_CE_Oct23.xml	812	destiné à être progressivement urbanisé	non	crea		progr
2011-Desvigne_CE_Oct23.xml	814	Le projet opérationnel	non			
2011-Desvigne_CE_Oct23.xml	814	planter 12 000 pins parasols	non	crea		
2011-Desvigne_CE_Oct23.xml	816	ont été accentuées	oui			
2011-Desvigne_CE_Oct23.xml	816	rétrécie	oui			
2011-Desvigne_CE_Oct23.xml	817	devient ainsi un paysage unitaire, à grande échelle, une pinède organisée en coulisses avec des cadrages sur la ville et la campagne	oui	modif		
2018-TER_CE_Oct23.xml	3	pratique du projet appliqué à la ville et au territoire				
2018-TER_CE_Oct23.xml	46	re-territorialiser		repr		iter
2018-TER_CE_Oct23.xml	46	le projet de paysage	non			
2018-TER_CE_Oct23.xml	53	la mise en chantier de la grande pelouse horizontale	non	crea		inch
2018-TER_CE_Oct23.xml	60	le projet de paysage	non			
2018-TER_CE_Oct23.xml	67	l’urbanisation d’une partie des coteaux de la boucle de l’Oise		crea		
2018-TER_CE_Oct23.xml	68	le chantier du parc du Sausset	non	crea		dur
2018-TER_CE_Oct23.xml	70	des premiers projets associant ville et nature				
2018-TER_CE_Oct23.xml	70	projet de structuration paysagère et urbaine du plateau des Angles	non			
2018-TER_CE_Oct23.xml	82	les processus d’évolution de ses milieux	non	modif		dur
2018-TER_CE_Oct23.xml	83	sites en projet	non			dur
2018-TER_CE_Oct23.xml	83	parfois abandonnés		abs		
2018-TER_CE_Oct23.xml	83	réoccupés		repr		iter
2018-TER_CE_Oct23.xml	84	ces territoires en mouvement	non	modif		dur
2018-TER_CE_Oct23.xml	89	l’élaboration des enchaînements spatiaux				
2018-TER_CE_Oct23.xml	90	concevoir la ville	non	crea		
2018-TER_CE_Oct23.xml	92	sa transformation		modif		
2018-TER_CE_Oct23.xml	94	des interventions situées				
2018-TER_CE_Oct23.xml	94	maintenir et protéger certains reliefs ou végétations	non	maint		
2018-TER_CE_Oct23.xml	95	penser la ville	non			
2018-TER_CE_Oct23.xml	96	la stratification des sites				
2018-TER_CE_Oct23.xml	110	développement de l’Euregio Meuse-Rhin, la Métropole verte	non	crea		
2018-TER_CE_Oct23.xml	119	relie les centres-villes				
2018-TER_CE_Oct23.xml	119	relie les parcs				
2018-TER_CE_Oct23.xml	119	le développement de nombreux projets intercommunaux ciblés		crea		
2018-TER_CE_Oct23.xml	126	projet autour de l’urbain	non			
2018-TER_CE_Oct23.xml	130	la mutation de l’agriculture	non	modif		
2018-TER_CE_Oct23.xml	134	projets de grands territoires	non			
2018-TER_CE_Oct23.xml	139	projets de paysage	non			
2018-TER_CE_Oct23.xml	141	le projet urbain	non			
2018-TER_CE_Oct23.xml	142	le projet architectural, urbain et territorial	non			
2018-TER_CE_Oct23.xml	143	le projet urbain	non			
2018-TER_CE_Oct23.xml	143	opérations d’aménagement		crea		
2018-TER_CE_Oct23.xml	151	aménagement de communes rurales, de bourgs ou de petites villes		crea		
2018-TER_CE_Oct23.xml	154	les projets Aqua Magica et Métropole verte	non			
2018-TER_CE_Oct23.xml	154	un déploiement territorial transfrontalier		crea		
2018-TER_CE_Oct23.xml	159	Réaliser des ouvrages	oui	crea		
2018-TER_CE_Oct23.xml	165	différents projets	non			
2018-TER_CE_Oct23.xml	165	les projets du lac Marie-Claire	non			
2018-TER_CE_Oct23.xml	165	la réalisation du parc Aqua Magica	oui	crea		
2018-TER_CE_Oct23.xml	165	la réalisation du jardin des Acacias	oui	crea		
2018-TER_CE_Oct23.xml	165	le projet territorial de Nanterre Bords de Seine	non			
2018-TER_CE_Oct23.xml	165	sera réalisé	non	crea		
2018-TER_CE_Oct23.xml	169	Territoires en mouvement	non	modif		dur
2018-TER_CE_Oct23.xml	170	fabrication de la ville		crea		
2018-TER_CE_Oct23.xml	171	peut se développer un quartier	non	crea		
2018-TER_CE_Oct23.xml	172	des projets réalisés	oui			
2018-TER_CE_Oct23.xml	172	la conception relative à de vastes territoires transnationaux	non	crea		
2018-TER_CE_Oct23.xml	178	les premiers travaux de l’agence				
2018-TER_CE_Oct23.xml	178	projets urbains	non			
2018-TER_CE_Oct23.xml	183	Trois projets	non			
2018-TER_CE_Oct23.xml	186	les paysages fluctuants	non	modif		
2018-TER_CE_Oct23.xml	188	la fabrication de la ville		crea		
2018-TER_CE_Oct23.xml	188	créer des espaces publics		crea		
2018-TER_CE_Oct23.xml	189	l’immense besoin de construction de logements	non	crea		
2018-TER_CE_Oct23.xml	192	le projet à grande échelle	non			
2018-TER_CE_Oct23.xml	193	Ce projet	non			
2018-TER_CE_Oct23.xml	193	un projet conçu et écrit	non	crea		
2018-TER_CE_Oct23.xml	193	dessiné				
2018-TER_CE_Oct23.xml	193	une planification à grande échelle	non			
2018-TER_CE_Oct23.xml	193	le paysage mouvant	non	modif		
2018-TER_CE_Oct23.xml	194	l’invention de morphologies urbaines adaptées au contexte	non	crea		
2018-TER_CE_Oct23.xml	195	Formation du territoire de Cayenne		crea		
2018-TER_CE_Oct23.xml	197	l’implantation des grandes infrastructures de transports franciliens	oui	crea		
2018-TER_CE_Oct23.xml	197	fragmentent son territoire				
2018-TER_CE_Oct23.xml	197	la future A14	non	crea		
2018-TER_CE_Oct23.xml	197	les infrastructures actuelles et futures	non	crea		
2018-TER_CE_Oct23.xml	198	une conception par « strates et horizons »	non	crea		
2018-TER_CE_Oct23.xml	198	l’infrastructure projetée en viaduc	non	crea		
2018-TER_CE_Oct23.xml	198	une canopée générée		crea		
2018-TER_CE_Oct23.xml	198	la plantation d’un nouveau parc boisé		crea		
2018-TER_CE_Oct23.xml	198	un nouveau parc boisé		crea		
2018-TER_CE_Oct23.xml	198	permettant d’assurer les continuités écologiques, visuelles et d’usage				
2018-TER_CE_Oct23.xml	199	scénarise ainsi une nouvelle entrée	non	crea		
2018-TER_CE_Oct23.xml	199	des jardins partagés et des émergences architecturales existantes et à venir	non	crea		
2018-TER_CE_Oct23.xml	199	un nouvel horizon urbain		crea		
2018-TER_CE_Oct23.xml	200	cet aménagement anticipateur de l’autoroute	non	crea		
2018-TER_CE_Oct23.xml	200	cette nouvelle infrastructure	non	crea		
2018-TER_CE_Oct23.xml	201	le projet de Nanterre	non			
2018-TER_CE_Oct23.xml	201	l’intervention des architectes et des paysagistes				
2018-TER_CE_Oct23.xml	202	projet urbain	non			
2018-TER_CE_Oct23.xml	207	l’avenir de ce territoire post-industriel	non			
2018-TER_CE_Oct23.xml	211	cette future métropole	non			
2018-TER_CE_Oct23.xml	213	futur projet	non			
2018-TER_CE_Oct23.xml	218	nos projets suivants de développement des grands territoires	non			
2018-TER_CE_Oct23.xml	224	le projet lancé	non			inch
2018-TER_CE_Oct23.xml	224	son développement	non			dur
2018-TER_CE_Oct23.xml	224	sa réalisation	non			termin
2018-TER_CE_Oct23.xml	230	l’aménagement d’un parc		crea		
2018-TER_CE_Oct23.xml	231	des projets d’aménagement et de développement territorial		crea		
2018-TER_CE_Oct23.xml	233	son projet	non			
2018-TER_CE_Oct23.xml	236	des projets expérimentaux	non			
2018-TER_CE_Oct23.xml	236	la mise en valeur du paysage invisible des sources thermales				
2018-TER_CE_Oct23.xml	240	le processus de reconversion de sites industriels	non	repr		dur+iter
2018-TER_CE_Oct23.xml	240	l’invention d’un nouveau paysage	oui	crea		
2018-TER_CE_Oct23.xml	240	architecture préservée et reprogrammée		maint+repr		iter
2018-TER_CE_Oct23.xml	241	expérimentons				
2018-TER_CE_Oct23.xml	241	a initié le projet Emscher Park	non			inch
2018-TER_CE_Oct23.xml	241	le projet de préfiguration de l’entre-deux ville Cologne-Bonn	non			
2018-TER_CE_Oct23.xml	242	inventer de nouveaux paysages urbains	non	crea		
2018-TER_CE_Oct23.xml	242	développement de nouvelles natures urbaines		crea		
2018-TER_CE_Oct23.xml	242	nouvelles natures urbaines		crea		
2018-TER_CE_Oct23.xml	245	La réalisation du jardin du Pavillon français	oui	crea		
2018-TER_CE_Oct23.xml	245	construit	oui	crea		
2018-TER_CE_Oct23.xml	246	plusieurs projets sur de très grands territoires urbains				
2018-TER_CE_Oct23.xml	246	diverses interventions	oui			
2018-TER_CE_Oct23.xml	247	réaménagement des berges du Huangpu		repr		iter
2018-TER_CE_Oct23.xml	248	la réappropriation des rives du Huangpu		repr		iter
2018-TER_CE_Oct23.xml	248	tant dans les phases d’étude que de chantier				
2018-TER_CE_Oct23.xml	249	cette ville en densification permanente	non	crea		dur
2018-TER_CE_Oct23.xml	249	reconnecte les quartiers hors la ville		repr		iter
2018-TER_CE_Oct23.xml	249	au linéaire de quais industriels devenus peu à peu friches	oui	modif		
2018-TER_CE_Oct23.xml	250	un parc forestier de 250 hectares en cours de réalisation	non	crea		dur
2018-TER_CE_Oct23.xml	251	de nombreux projets de grands sites et d’extensions urbaines		crea		
2018-TER_CE_Oct23.xml	254	une métropolisation poussée à son paroxysme	non			dur
2018-TER_CE_Oct23.xml	257	le réaménagement de Pershing Square		repr		iter
2018-TER_CE_Oct23.xml	257	un plein essor	oui	crea		
2018-TER_CE_Oct23.xml	257	s’est totalement paupérisé	oui	modif		
2018-TER_CE_Oct23.xml	258	est en pleine renaissance	non	repr		dur+iter
2018-TER_CE_Oct23.xml	259	Cette rénovation	non	repr		dur+iter
2018-TER_CE_Oct23.xml	259	cette dynamique de redéveloppement	non	repr		dur+iter
2018-TER_CE_Oct23.xml	259	le désir d’un nouveau modèle urbain	non	crea		
2018-TER_CE_Oct23.xml	263	impacter le parking		modif		
2018-TER_CE_Oct23.xml	263	proposons une remise à plat de l’ensemble		modif		
2018-TER_CE_Oct23.xml	269	la création de « l’espace démocratique »		crea		
2018-TER_CE_Oct23.xml	270	la phase de réalisation	non			dur
2018-TER_CE_Oct23.xml	271	la réalisation de la place	non	crea		
2018-TER_CE_Oct23.xml	271	les bureaux en construction	non	crea		dur
2018-TER_CE_Oct23.xml	272	mener à terme la réalisation	non	crea		termin
2018-TER_CE_Oct23.xml	275	espace déjà réaménagé	oui	repr		iter
2018-TER_CE_Oct23.xml	275	la revitalisation de l’espace public barcelonais	oui	repr		dur+iter
2018-TER_CE_Oct23.xml	275	objet de nombreux projets				
2018-TER_CE_Oct23.xml	275	l’achèvement de la Diagonal	oui	crea		
2018-TER_CE_Oct23.xml	275	un projet innovant de place-parc	non			
2018-TER_CE_Oct23.xml	277	le projet en cours	non			dur
2018-TER_CE_Oct23.xml	280	le projet de la place-parc	non			
2018-TER_CE_Oct23.xml	280	fut défendu				
2018-TER_CE_Oct23.xml	280	maintenu				
2018-TER_CE_Oct23.xml	284	les différentes phases du développement des projets				
2018-TER_CE_Oct23.xml	292	la végétalisation des toitures et façades		modif		
2018-TER_CE_Oct23.xml	293	le projet d’aménagement de Pershing Square	non			
2018-TER_CE_Oct23.xml	295	Métamorphose des berges industrielles du fleuve Huangpu		modif		
2018-TER_CE_Oct23.xml	296	un vaste processus de réaménagement de la rive droite du fleuve Huangpu	non	repr		dur+iter
2018-TER_CE_Oct23.xml	297	reconquérir	non	repr		iter
2018-TER_CE_Oct23.xml	297	des berges jusqu’ici peu aménagées	oui	crea		
2018-TER_CE_Oct23.xml	297	impulsant des usages variés et permanents	non			
2018-TER_CE_Oct23.xml	298	le projet lauréat d’aménagement	non			
2018-TER_CE_Oct23.xml	298	redéfinit l’espace de la berge		repr		iter
2018-TER_CE_Oct23.xml	298	une épaisseur nouvelle				
2018-TER_CE_Oct23.xml	300	une mégalopole en perpétuelle mutation	non	modif		dur
2018-TER_CE_Oct23.xml	301	Les aménagements				
2018-TER_CE_Oct23.xml	301	renforcent la présence de la nature				
2018-TER_CE_Oct23.xml	302	est ainsi amenée à devenir, dans toute son épaisseur, un espace de la vie quotidienne	non	modif		
2018-TER_CE_Oct23.xml	303	quartiers en devenir	non	crea		
2018-TER_CE_Oct23.xml	304	aménagement de quatre secteurs de la rive droite du Huangpu		crea		
2018-TER_CE_Oct23.xml	307	Création d’une place-parc		crea		
2018-TER_CE_Oct23.xml	309	la création d’un parking souterrain	oui	crea		
2018-TER_CE_Oct23.xml	309	ayant surélevé la place	oui	modif		
2018-TER_CE_Oct23.xml	309	isolant du contexte urbain par des escaliers, des murs et des rampes de parking				
2018-TER_CE_Oct23.xml	310	créer un espace public	non	crea		
2018-TER_CE_Oct23.xml	311	redescendre la place	non	repr		iter
2018-TER_CE_Oct23.xml	311	la restructuration minutieuse de la dalle du parkings	non	repr		iter
2018-TER_CE_Oct23.xml	312	est destinée à recevoir des activités de toute échelle	non			
2018-TER_CE_Oct23.xml	313	Revenu à sa planéité historique		repr		iter
2018-TER_CE_Oct23.xml	313	redevient accessible		repr		iter
2018-TER_CE_Oct23.xml	314	l’implantation de jardins		crea		
2018-TER_CE_Oct23.xml	314	créant des espaces de repos et de fraîcheur ainsi qu’une « smart canopy », une pergola avec des vignes		crea		
2018-TER_CE_Oct23.xml	315	La durabilité	non			
2018-TER_CE_Oct23.xml	317	aménagement d’une place		crea		
2018-TER_CE_Oct23.xml	322	reliant les rives portuaires nord de l’Elbe aux rives sud naturelles				
2018-TER_CE_Oct23.xml	323	s’étendre	non	crea		
2018-TER_CE_Oct23.xml	323	investir l’île de Wilhelmsburg	non			
2018-TER_CE_Oct23.xml	323	espace déshérité	non	abs		
2018-TER_CE_Oct23.xml	325	Le projet urbain de Wilhelmsburg ainsi engagé	non			dur
2018-TER_CE_Oct23.xml	325	la ville écologique du futur	non			
2018-TER_CE_Oct23.xml	325	équilibrer l’espace urbain				
2018-TER_CE_Oct23.xml	326	la structuration des espaces publics	non	modif		
2018-TER_CE_Oct23.xml	327	créer une continuité écologique	non	crea		
2018-TER_CE_Oct23.xml	327	l’établissement d’un « park system »	non	crea		
2018-TER_CE_Oct23.xml	327	reliant les rives nord et sud	non	crea		
2018-TER_CE_Oct23.xml	328	la création de canaux et de ports de plaisances	non	crea		
2018-TER_CE_Oct23.xml	328	structurant l’île actuelle	non	modif		
2018-TER_CE_Oct23.xml	328	son urbanisation à venir	non	crea		
2018-TER_CE_Oct23.xml	330	a directement réalisé certaines parties (port de plaisance, canaux, place centrale)	oui	crea		
2018-TER_CE_Oct23.xml	333	Reconversion de la mine de charbon		repr		iter
2018-TER_CE_Oct23.xml	334	organiser son avenir	non			
2018-TER_CE_Oct23.xml	336	une série de projets et d’actions				
2018-TER_CE_Oct23.xml	338	révise la nette séparation historique entre la mine et les quartiers d’habitation avoisinants	non	modif		
2018-TER_CE_Oct23.xml	338	en installant un « ruban de développement »	non	crea		
2018-TER_CE_Oct23.xml	338	un « ruban de développement »	non			
2018-TER_CE_Oct23.xml	338	tous les monuments industriels à conserver et à reprogrammer	non	maint+repr		iter
2018-TER_CE_Oct23.xml	340	les différents sites protégés		maint		
2018-TER_CE_Oct23.xml	340	nombreux aménagements attractifs futurs	non	crea		
2018-TER_CE_Oct23.xml	341	certaines insertions				
2018-TER_CE_Oct23.xml	341	sont traitées d’une façon délibérément contemporaine				
2018-TER_CE_Oct23.xml	342	sont réalisés		crea		
2018-TER_CE_Oct23.xml	342	reliant le musée au parc Rückriem		crea		
2018-TER_CE_Oct23.xml	347	La couverture du ring		crea		
2018-TER_CE_Oct23.xml	348	Le projet « Over de Ring Zuid »	non	crea		
2018-TER_CE_Oct23.xml	348	l’avenir de l’infrastructure routière périphérique	non			
2018-TER_CE_Oct23.xml	348	couvrir en tout ou partie	non	crea		
2018-TER_CE_Oct23.xml	348	créer des connexions, espaces publics et développements futurs	non	crea		
2018-TER_CE_Oct23.xml	349	permettre d’établir des continuités de la ville	non	crea		
2018-TER_CE_Oct23.xml	349	la coupure infrastructurelle introduite	oui	crea		
2018-TER_CE_Oct23.xml	350	ces couvertures potentielles	non	crea		
2018-TER_CE_Oct23.xml	350	une transformation progressive de la ville-territoire	non	modif		progr
2018-TER_CE_Oct23.xml	350	une vision globale pour cette portion de ville	non			
2018-TER_CE_Oct23.xml	351	le déploiement des systèmes hydrologiques et écologiques	non	crea		
2018-TER_CE_Oct23.xml	351	nouvelles natures et espaces de partage	non	crea		
2018-TER_CE_Oct23.xml	351	le quartier en développement	non	crea		dur
2018-TER_CE_Oct23.xml	351	un projet spatial global des mobilités fédératrices de nouvelles connexions clé	non			
2018-TER_CE_Oct23.xml	352	une série de projets « pilotes »	non			
2018-TER_CE_Oct23.xml	352	initier la transformation progressive du secteur	non	modif		inch+progr
2018-TER_CE_Oct23.xml	353	première phase de réalisation				
2018-TER_CE_Oct23.xml	353	les grandes continuités les plus importantes à recoudre	non	repr		iter
2018-TER_CE_Oct23.xml	355	lignes directrices de ce projet	non			
2018-TER_CE_Oct23.xml	357	Couvrir	non	crea		
2018-TER_CE_Oct23.xml	357	créer des connexions territoriales	non	crea		
2018-TER_CE_Oct23.xml	358	La couverture du Ring	non	crea		
2018-TER_CE_Oct23.xml	358	crée un espace public structurant	non	crea		
2018-TER_CE_Oct23.xml	361	nos projets	non			
2018-TER_CE_Oct23.xml	361	la conception de l’espace public	non	crea		
2018-TER_CE_Oct23.xml	362	les territoires comme des corps mouvants	non			dur
2018-TER_CE_Oct23.xml	364	créer des territoires écosystémiques	non	crea		
2018-TER_CE_Oct23.xml	365	Co-construire des écosystèmes territoriaux		crea		
2018-TER_CE_Oct23.xml	366	se constituent	non	crea		dur
2018-TER_CE_Oct23.xml	366	de nouveaux territoires gigantesques				
2018-TER_CE_Oct23.xml	368	Les actions sur les grands territoires				
2018-TER_CE_Oct23.xml	369	petits territoires en attente de projets	non			
2018-TER_CE_Oct23.xml	371	la réalisation de projets concrets		crea		
2018-TER_CE_Oct23.xml	372	l’opération d’intérêt national Seine Aval				
2018-TER_CE_Oct23.xml	372	avons développé le concept de « plages » de « Seine Park »	non			
2018-TER_CE_Oct23.xml	372	une réalisation du parc départemental	oui	crea		
2018-TER_CE_Oct23.xml	374	nouveaux projets urbains	non		fut	
2018-TER_CE_Oct23.xml	375	le projet de couverture du Ring	non	crea		
2018-TER_CE_Oct23.xml	376	une nouvelle planification de maillage du territoire	non			
2018-TER_CE_Oct23.xml	376	permettant de ne pas achever le bouclage du Ring	non	abs		
2018-TER_CE_Oct23.xml	376	urbaniser son environnement	non	crea		
2018-TER_CE_Oct23.xml	376	en le transformant	non	modif		
2018-TER_CE_Oct23.xml	377	réaliser le viaduc de bouclage nord du Ring	non	crea		
2018-TER_CE_Oct23.xml	378	créer un tunnel	non	crea		
2018-TER_CE_Oct23.xml	379	la couverture totale du Ring	non	crea		
2018-TER_CE_Oct23.xml	381	travaux	non			
2018-TER_CE_Oct23.xml	384	réappropriation	non	repr		iter
2018-TER_CE_Oct23.xml	387	la nouvelle colonne vertébrale du Grand Toulouse	oui	crea		
2018-TER_CE_Oct23.xml	387	reliant le centre ville à la campagne	oui	crea		
2018-TER_CE_Oct23.xml	390	l’urbanisation en cours	non	crea		dur
2018-TER_CE_Oct23.xml	394	le développement de la métropole composite naissante	non	crea		inch
2018-TER_CE_Oct23.xml	395	la création de vastes noues plantées	non	crea		
2018-TER_CE_Oct23.xml	395	instituant, en cas de crue, de nouveaux bras du Rhin	non	crea		
2018-TER_CE_Oct23.xml	395	générant immédiatement de nouveaux cheminements, de nouveaux espaces publics en réseau	non	crea		
2018-TER_CE_Oct23.xml	397	faut préparer le terrain	non			
2018-TER_CE_Oct23.xml	397	laisser l’eau dessiner et modeler en partie les villes et les paysages de bord de fleuve	non			
2018-TER_CE_Oct23.xml	401	le projet de valorisation de la vallée de la Vilaine	non			
2018-TER_CE_Oct23.xml	401	remailler le territoire	non	repr		iter
2018-TER_CE_Oct23.xml	402	gravières abandonnées	non	abs		
2018-TER_CE_Oct23.xml	404	projet paysager	non			
2018-TER_CE_Oct23.xml	406	le projet des Bords de Loire-Petite Hollande	non			
2018-TER_CE_Oct23.xml	406	tous les projets urbains	non			
2018-TER_CE_Oct23.xml	413	la mise en place de nouvelles ruralités urbaines et périurbaines	non	crea		
2018-TER_CE_Oct23.xml	416	avons installé 3 hectares de jardins cultivés, partagés	oui	crea		
2018-TER_CE_Oct23.xml	418	la réinvention du rapport entre l’urbain, l’agriculture et la nature	non	repr		iter
2018-TER_CE_Oct23.xml	419	faire coexister pratiques agricoles et urbaines				
2018-TER_CE_Oct23.xml	423	la réinvention du rapport entre l’urbain, l’agriculture et la nature	non	repr		iter
2018-TER_CE_Oct23.xml	423	quasi abandon de l’espace rural, « l’entre métropoles »		abs		
2018-TER_CE_Oct23.xml	423	absence de vision territoriale	non	abs		
2018-TER_CE_Oct23.xml	424	une mutation		modif		
2018-TER_CE_Oct23.xml	424	la métropolisation des villes		modif		
2018-TER_CE_Oct23.xml	424	la nouvelle ruralité		crea		
2018-TER_CE_Oct23.xml	425	ne constituera bientôt plus un continuum mais une série de fragments plus ou moins isolés	non	modif		
2018-TER_CE_Oct23.xml	426	Cette mutation		modif		
2018-TER_CE_Oct23.xml	429	l’invention de la « wilderness » en version française	non	crea		
2018-TER_CE_Oct23.xml	429	la multiplication et la mise en réseaux d’espaces vides de présence humaine				
2018-TER_CE_Oct23.xml	431	La désoccupation par l’homme d’étendues entières du territoire n’est pas achevée	non			dur
2018-TER_CE_Oct23.xml	431	permettrait de redonner des espaces à la nature	non	repr		iter
2018-TER_CE_Oct23.xml	431	transformer en forêts, en zones humides inaccessibles des dizaines de milliers de kilomètres carrés	non	modif		
2018-TER_CE_Oct23.xml	441	l’évolution urbaine de Toulouse et de sa périphérie		modif		
2018-TER_CE_Oct23.xml	442	unir les communes de l’agglomération toulousaine	non			
2018-TER_CE_Oct23.xml	443	créer des sanctuaires écologiques	non	crea		
2018-TER_CE_Oct23.xml	444	aménager un réseau de cheminements doux	non	crea		
2018-TER_CE_Oct23.xml	444	renforcer la cohésion territoriale	non			
2018-TER_CE_Oct23.xml	445	mettre en relation la Garonne, les canaux et la ville	non	crea		
2018-TER_CE_Oct23.xml	445	en connectant les allées	non	crea		
2018-TER_CE_Oct23.xml	448	Les premières phases des projets pilotes ont été mises en œuvre	oui			
2018-TER_CE_Oct23.xml	448	réaménagement du site de l’écluse	oui	repr		iter
2018-TER_CE_Oct23.xml	448	transformation des rives du bras supérieur de Garonne	oui	modif		
2018-TER_CE_Oct23.xml	453	la transformation d’un site inondable d’anciennes sablières comblées partiellement en décharges	non	modif		
2018-TER_CE_Oct23.xml	455	les zones urbanisées	oui	crea		
2018-TER_CE_Oct23.xml	455	doivent évoluer	non	modif		
2018-TER_CE_Oct23.xml	455	demeurer de grands paysages ouverts	non	maint		
2018-TER_CE_Oct23.xml	456	mettraient en relation les communes avec le fleuve et les forêts de plateaux	non			
2018-TER_CE_Oct23.xml	458	les quartiers riverains de Carrières-sous-Poissy existants ou en devenir	non			
2018-TER_CE_Oct23.xml	461	la création d’une grève alluviale et d’une signalétique mémorielle		crea		
2018-TER_CE_Oct23.xml	463	aménagement du parc de Carrières-sous-Poissy	oui	crea		
2018-TER_CE_Oct23.xml	468	se densifier	non	crea		
2018-TER_CE_Oct23.xml	468	en préservant le cadre de vie	non	maint		
2018-TER_CE_Oct23.xml	469	mettant en contact la ville				
2018-TER_CE_Oct23.xml	473	les projets participatifs et de co-développement ville-nature	non			
2018-TER_CE_Oct23.xml	474	en épanchant la nature				
2018-TER_CE_Oct23.xml	474	futurs projets urbains	non			
2018-TER_CE_Oct23.xml	475	un projet « nature dans la ville »	non			
2018-TER_CE_Oct23.xml	475	gagné				
2018-TER_CE_Oct23.xml	476	valorisation des zones inondables et humides fonctionnelles	non			
2018-TER_CE_Oct23.xml	483	un espace préservé	non	maint		
2018-TER_CE_Oct23.xml	486	faire de la vallée de la Vilaine un paysage structurant	non	modif		
2018-TER_CE_Oct23.xml	486	la mise en valeur de ses paysages	non			
2018-TER_CE_Oct23.xml	487	se structure				
2018-TER_CE_Oct23.xml	487	la création de deux voies principales		crea		
2018-TER_CE_Oct23.xml	488	verra le jour une série de nouveaux espaces publics	non	crea		
2018-TER_CE_Oct23.xml	488	nouveaux espaces publics	non	crea		
2018-TER_CE_Oct23.xml	488	l’implantation de nouvelles activités	non	crea		
2018-TER_CE_Oct23.xml	489	l’émergence de ces activités	non	crea		
2018-TER_CE_Oct23.xml	489	un certain nombre d’actions estivales de préfiguration				
2018-TER_CE_Oct23.xml	490	faire territoire				
2018-TER_CE_Oct23.xml	491	projet d’aménagement	non			
2018-TER_CE_Oct23.xml	495	se modifie	non	modif		dur
2018-TER_CE_Oct23.xml	495	ses processus de décision et de fabrication				
2018-TER_CE_Oct23.xml	498	faire métropole	non			
2018-TER_CE_Oct23.xml	501	développement urbain		crea		
2018-TER_CE_Oct23.xml	502	transformation du territoire		modif		
2018-TER_CE_Oct23.xml	503	fabriquer une vision du territoire partagée par les communes	non	crea		
2018-TER_CE_Oct23.xml	503	le développement du littoral et de l’arrière-pays	non	crea		
2018-TER_CE_Oct23.xml	510	évolue	non	modif		dur
2018-TER_CE_Oct23.xml	510	se transforme	non	modif		dur
2018-TER_CE_Oct23.xml	511	s’adapte	non	modif		dur
2018-TER_CE_Oct23.xml	511	se meut	non	modif		dur
2018-TER_CE_Oct23.xml	511	modifie ses contours	non	modif		dur
2018-TER_CE_Oct23.xml	512	est en somme vivante	non			
2018-TER_CE_Oct23.xml	513	les évolutions de la ville	non	modif		
2018-TER_CE_Oct23.xml	515	opérations urbaines				
2018-TER_CE_Oct23.xml	516	bâtiments à construire	non	crea		
2018-TER_CE_Oct23.xml	518	prendra place	non	crea		
2018-TER_CE_Oct23.xml	523	Créer de nouvelles natures	non	crea		
2018-TER_CE_Oct23.xml	524	une opération d’ensemble				
2018-TER_CE_Oct23.xml	525	le projet du Campus Condorcet	non	crea		
2018-TER_CE_Oct23.xml	528	la plaine alluviale fertile en bord de Seine endommagée par la pollution des sols	oui	modif		
2018-TER_CE_Oct23.xml	531	devenant un « deuxième sol »				
2018-TER_CE_Oct23.xml	536	développer des typologies spécifiques	non	crea		
2018-TER_CE_Oct23.xml	537	sont maintenus au maximum		maint		
2018-TER_CE_Oct23.xml	538	sont prioritairement implantés		crea		
2018-TER_CE_Oct23.xml	541	le projet des Deux-Rives	non	crea		
2018-TER_CE_Oct23.xml	541	reliera les 80 hectares du quartier des Deux-Rives aux forêts alluviales	non	crea		
