Nom_fichier	Numéro_Phrase	Dynamique	Segment_Annoté	Type
1958-padog_CE_Oct23_GPU.xml	462	la création d’établissements ou d’organismes nouveaux	d’établissements ou d’organismes nouveaux	obj
1958-padog_CE_Oct23_GPU.xml	462	peut raisonnablement être implanté	dans d’autres régions de France	loc
1958-padog_CE_Oct23_GPU.xml	463	le développement de ce qui n’ajouterait rien à son rôle de Capitale	ce qui n’ajouterait rien à son rôle de Capitale	obj
1958-padog_CE_Oct23_GPU.xml	466	une rénovation et une restructuration de l'agglomération parisienne	l'agglomération parisienne	obj
1958-padog_CE_Oct23_GPU.xml	469	la rénovation des centres urbains existants de la plupart des communes de banlieue	centres urbains existants	obj
1958-padog_CE_Oct23_GPU.xml	469	la rénovation des centres urbains existants de la plupart des communes de banlieue	la plupart des communes de banlieue	obj
1958-padog_CE_Oct23_GPU.xml	472	la création de nouveaux noyaux urbains	nouveaux noyaux urbains	obj
1958-padog_CE_Oct23_GPU.xml	472	seront groupés habitations, emplois et tous les services indispensables à une vie urbaine organisée rationnellement	nouveaux noyaux urbains	loc
1958-padog_CE_Oct23_GPU.xml	472	seront groupés habitations, emplois et tous les services indispensables à une vie urbaine organisée rationnellement	habitations	obj
1958-padog_CE_Oct23_GPU.xml	472	seront groupés habitations, emplois et tous les services indispensables à une vie urbaine organisée rationnellement	emplois	obj
1958-padog_CE_Oct23_GPU.xml	472	seront groupés habitations, emplois et tous les services indispensables à une vie urbaine organisée rationnellement	tous les services indispensables à une vie urbaine organisée rationnellement	obj
1958-padog_CE_Oct23_GPU.xml	473	devront être spécialement étudiés	Ces nouveaux noyaux	obj
1958-padog_CE_Oct23_GPU.xml	473	constituer des « pôles d’attraction » importants, des centres « d’approvisionnement » en biens de toute nature, de culture, de services et d’emplois	des « pôles d’attraction » importants	obj
1958-padog_CE_Oct23_GPU.xml	473	constituer des « pôles d’attraction » importants, des centres « d’approvisionnement » en biens de toute nature, de culture, de services et d’emplois	des centres « d’approvisionnement » en biens de toute nature, de culture, de services et d’emplois	obj
1958-padog_CE_Oct23_GPU.xml	474	doivent être réalisés	des ensembles de logement	obj
1958-padog_CE_Oct23_GPU.xml	474	doivent être réalisés	des activités secondaires et tertiaires	obj
1958-padog_CE_Oct23_GPU.xml	474	doivent être réalisés	les éléments d’équipement	obj
1958-padog_CE_Oct23_GPU.xml	475	judicieusement groupés	Ces équipements publics	obj
1958-padog_CE_Oct23_GPU.xml	475	l’installation et le développement d’éléments du secteur privé	éléments du secteur privé	obj
1958-padog_CE_Oct23_GPU.xml	476	noyaux urbains nouveaux	noyaux urbains	obj
1958-padog_CE_Oct23_GPU.xml	477	grouper des programmes de logements importants	programmes de logements importants	obj
1958-padog_CE_Oct23_GPU.xml	477	implanter des hôpitaux généraux ou spécialisés, des facultés ou collèges universitaires, des lycées et écoles, etc. en un mot des services publics indispensables à la vie de cette population	des hôpitaux généraux ou spécialisés	obj
1958-padog_CE_Oct23_GPU.xml	477	implanter des hôpitaux généraux ou spécialisés, des facultés ou collèges universitaires, des lycées et écoles, etc. en un mot des services publics indispensables à la vie de cette population	des facultés ou collèges universitaires	obj
1958-padog_CE_Oct23_GPU.xml	477	implanter des hôpitaux généraux ou spécialisés, des facultés ou collèges universitaires, des lycées et écoles, etc. en un mot des services publics indispensables à la vie de cette population	des lycées et écoles	obj
1958-padog_CE_Oct23_GPU.xml	477	implanter des hôpitaux généraux ou spécialisés, des facultés ou collèges universitaires, des lycées et écoles, etc. en un mot des services publics indispensables à la vie de cette population	des services publics indispensables à la vie de cette population	obj
1958-padog_CE_Oct23_GPU.xml	477	pourront-elles y être implantées	des activités secondaires	obj
1958-padog_CE_Oct23_GPU.xml	478	s’y développent	une véritable ville	loc
1958-padog_CE_Oct23_GPU.xml	478	réussir une véritable ville	une véritable ville	obj
1958-padog_CE_Oct23_GPU.xml	478	s’y développent	des activités tertiaires	obj
1958-padog_CE_Oct23_GPU.xml	478	s’y développent	des centres commerciaux importants	obj
1958-padog_CE_Oct23_GPU.xml	479	la réussite de ces nouveaux centres urbains	ces nouveaux centres urbains	obj
1958-padog_CE_Oct23_GPU.xml	481	la création de plusieurs de ces noyaux	plusieurs de ces noyaux	obj
1958-padog_CE_Oct23_GPU.xml	486	puissent y trouver place les programmes de logements (à densité assez forte), les services publics prévus et ceux qui peuvent être envisagés, et les installations privées	un terrain à peu près libre ou facile à libérer et assez vaste (500 à 1.000 ha)	loc
1958-padog_CE_Oct23_GPU.xml	486	puissent y trouver place les programmes de logements (à densité assez forte), les services publics prévus et ceux qui peuvent être envisagés, et les installations privées	les programmes de logements (à densité assez forte)	obj
1958-padog_CE_Oct23_GPU.xml	486	puissent y trouver place les programmes de logements (à densité assez forte), les services publics prévus et ceux qui peuvent être envisagés, et les installations privées	les services publics prévus et ceux qui peuvent être envisagés	obj
1958-padog_CE_Oct23_GPU.xml	486	puissent y trouver place les programmes de logements (à densité assez forte), les services publics prévus et ceux qui peuvent être envisagés, et les installations privées	les installations privées	obj
1958-padog_CE_Oct23_GPU.xml	486	doivent être non seulement disponibles mais aménagés	les terrains	obj
1958-padog_CE_Oct23_GPU.xml	488	créer une véritable ville nouvelle	un site intéressant ou acceptable	loc
1958-padog_CE_Oct23_GPU.xml	488	créer une véritable ville nouvelle	une véritable ville nouvelle	obj
1958-padog_CE_Oct23_GPU.xml	490	puissent être aménagées	des relations rapides routières et ferrées, tant avec PARIS qu’avec les parties peuplées de l’agglomération les plus voisines	obj
1958-padog_CE_Oct23_GPU.xml	492	nouvelles villes anglaises	villes anglaises	obj
1958-padog_CE_Oct23_GPU.xml	494	Villes nouvelles	Villes	obj
1958-padog_CE_Oct23_GPU.xml	494	Villes nouvelles	le long d’une grande voie de communication	loc
1958-padog_CE_Oct23_GPU.xml	494	Villes nouvelles	à proximité de l’agglomération actuelle	loc
1958-padog_CE_Oct23_GPU.xml	495	Extension importante de villes existantes	villes existantes	obj
1958-padog_CE_Oct23_GPU.xml	496	Villes nouvelles	Villes	obj
1958-padog_CE_Oct23_GPU.xml	496	Villes nouvelles	à 40 ou 50 km de PARIS	loc
1958-padog_CE_Oct23_GPU.xml	499	VILLES CRÉÉES	VILLES	obj
1958-padog_CE_Oct23_GPU.xml	499	VILLES CRÉÉES	LE LONG D’UNE VOIE DE COMMUNICATION RADIALE (voie ferrée ou grande route)	loc
1958-padog_CE_Oct23_GPU.xml	499	VILLES CRÉÉES	à proximité de l’agglomération mais extérieures à cette dernière	loc
1958-padog_CE_Oct23_GPU.xml	500	aucune infrastructure nouvelle coûteuse	aucune infrastructure	obj
1958-padog_CE_Oct23_GPU.xml	501	pourra, le cas échéant, être créé	un point d’arrêt nouveau	obj
1958-padog_CE_Oct23_GPU.xml	502	se sont créés ainsi le long des voies ferrées près des gares, des agglomérations telles que GOUSSAINVILLE, SEVRAN, SAVIGNY-SUR-ORGE, etc	le long des voies ferrées près des gares	loc
1958-padog_CE_Oct23_GPU.xml	502	se sont créés ainsi le long des voies ferrées près des gares, des agglomérations telles que GOUSSAINVILLE, SEVRAN, SAVIGNY-SUR-ORGE, etc	des agglomérations telles que GOUSSAINVILLE, SEVRAN, SAVIGNY-SUR-ORGE, etc	obj
1958-padog_CE_Oct23_GPU.xml	503	leur création	cités-dortoirs	obj
1958-padog_CE_Oct23_GPU.xml	504	construire des cités de 20 ou 30.000 habitants	des cités de 20 ou 30.000 habitants	obj
1958-padog_CE_Oct23_GPU.xml	504	organiser	des cités de 20 ou 30.000 habitants	obj
1958-padog_CE_Oct23_GPU.xml	504	leur apporter des activités indispensables	des cités de 20 ou 30.000 habitants	obj
1958-padog_CE_Oct23_GPU.xml	507	auraient tendance à se souder	ces villes	obj
1958-padog_CE_Oct23_GPU.xml	507	auraient tendance à se souder	à l’agglomération actuelle	loc
1958-padog_CE_Oct23_GPU.xml	507	constitueraient ainsi de véritables prolongements tentaculaires	de véritables prolongements tentaculaires	obj
1958-padog_CE_Oct23_GPU.xml	507	constitueraient ainsi de véritables prolongements tentaculaires	de l’agglomération	loc
1958-padog_CE_Oct23_GPU.xml	509	l’aménagement et l’organisation générale de la Région Parisienne	la Région Parisienne	obj
1958-padog_CE_Oct23_GPU.xml	510	la création de villes satellites échelonnées	villes satellites échelonnées	obj
1958-padog_CE_Oct23_GPU.xml	510	la création de villes satellites échelonnées	sur de grands axes de circulation	loc
1958-padog_CE_Oct23_GPU.xml	511	l'extension importante de villes existantes	villes existantes	obj
1958-padog_CE_Oct23_GPU.xml	511	l'extension importante de villes existantes	à 40 ou 50 km de PARIS	loc
1958-padog_CE_Oct23_GPU.xml	512	la création de cités nouvelles importantes	cités nouvelles importantes	obj
1958-padog_CE_Oct23_GPU.xml	512	la création de cités nouvelles importantes	à 40 ou 50 km de PARIS	loc
1958-padog_CE_Oct23_GPU.xml	513	la réorganisation de la banlieue	la banlieue	obj
1958-padog_CE_Oct23_GPU.xml	513	la réorganisation de la banlieue	autour de noyaux urbains nouveaux à créer	loc
1958-padog_CE_Oct23_GPU.xml	515	CRÉATION DE VILLES SATELLITES	VILLES SATELLITES	obj
1958-padog_CE_Oct23_GPU.xml	515	CRÉATION DE VILLES SATELLITES	SUR DE GRANDS AXES DE CIRCULATION	loc
1958-padog_CE_Oct23_GPU.xml	516	Implantations	au long de « grands axes »	loc
1958-padog_CE_Oct23_GPU.xml	519	EXTENSION DES VILLES EXISTANTES	VILLES EXISTANTES	obj
1958-padog_CE_Oct23_GPU.xml	522	CITÉS NOUVELLES	CITÉS	obj
1958-padog_CE_Oct23_GPU.xml	522	CITÉS NOUVELLES	A 40 ou 50 km DE PARIS	loc
1958-padog_CE_Oct23_GPU.xml	523	nouveaux centres urbains	centres urbains	obj
1958-padog_CE_Oct23_GPU.xml	524	Nouvelles zones d'activités	zones d'activités	obj
1958-padog_CE_Oct23_GPU.xml	525	RÉORGANISATION DE LA BANLIEUE	LA BANLIEUE	obj
1958-padog_CE_Oct23_GPU.xml	525	RÉORGANISATION DE LA BANLIEUE	AUTOUR DE NOYAUX URBAINS	loc
1958-padog_CE_Oct23_GPU.xml	528	EXTENSION IMPORTANTE DE VILLES EXISTANTES	VILLES EXISTANTES	obj
1958-padog_CE_Oct23_GPU.xml	528	EXTENSION IMPORTANTE DE VILLES EXISTANTES	A 40 OU 50 KM	loc
1958-padog_CE_Oct23_GPU.xml	531	croître	les	obj
1958-padog_CE_Oct23_GPU.xml	533	l’amorce	l’un des noyaux	obj
1958-padog_CE_Oct23_GPU.xml	533	cherchons à créer	l’un des noyaux	obj
1958-padog_CE_Oct23_GPU.xml	534	prennent une vie propre	ces villes	obj
1958-padog_CE_Oct23_GPU.xml	536	ne pourrait pas être adapté aux nouveaux besoins	Le centre urbain actuel	obj
1958-padog_CE_Oct23_GPU.xml	536	faudrait en créer un autre	un autre	obj
1958-padog_CE_Oct23_GPU.xml	536	la ville nouvelle	la ville	obj
1958-padog_CE_Oct23_GPU.xml	537	seraient à créer	les emplois	obj
1958-padog_CE_Oct23_GPU.xml	537	seraient à créer	les services publics	obj
1958-padog_CE_Oct23_GPU.xml	538	la création d’une ville entièrement nouvelle	une ville entièrement nouvelle	obj
1958-padog_CE_Oct23_GPU.xml	539	une extension modérée	ces villes	obj
1958-padog_CE_Oct23_GPU.xml	544	ne crée pas une ville	une ville	obj
1958-padog_CE_Oct23_GPU.xml	544	créer une ville	une ville	obj
1958-padog_CE_Oct23_GPU.xml	547	la construire	la	obj
1958-padog_CE_Oct23_GPU.xml	547	la doter des équipements voulus	la	obj
1958-padog_CE_Oct23_GPU.xml	550	créer une ville	une ville	obj
1958-padog_CE_Oct23_GPU.xml	550	créer une ville	dans la campagne	loc
1958-padog_CE_Oct23_GPU.xml	550	créer une ville	à 50 km de PARIS	loc
1958-padog_CE_Oct23_GPU.xml	551	transporter des activités parisienne excédentaires	des activités parisienne excédentaires	obj
1958-padog_CE_Oct23_GPU.xml	551	décentraliser	des activités parisienne excédentaires	obj
1958-padog_CE_Oct23_GPU.xml	551	placer	des activités parisienne excédentaires	obj
1958-padog_CE_Oct23_GPU.xml	551	décentraliser	beaucoup plus loin	loc
1958-padog_CE_Oct23_GPU.xml	551	placer	dans une des nombreuses « cités-dortoirs » dans la banlieue	loc
1958-padog_CE_Oct23_GPU.xml	552	pourrait y créer par exemple une Faculté	y	loc
1958-padog_CE_Oct23_GPU.xml	552	pourrait y créer par exemple une Faculté	une Faculté	obj
1958-padog_CE_Oct23_GPU.xml	552	créer de véritables villes universitaires	véritables villes universitaires	obj
1958-padog_CE_Oct23_GPU.xml	560	construire les logements	les logements	obj
1958-padog_CE_Oct23_GPU.xml	560	créer les services publics	les services publics	obj
1958-padog_CE_Oct23_GPU.xml	561	une amélioration à la structure de l’agglomération parisienne	l’agglomération parisienne	obj
1958-padog_CE_Oct23_GPU.xml	563	ces villes nouvelles	ces villes	obj
1958-padog_CE_Oct23_GPU.xml	566	nouveaux noyaux urbains	noyaux urbains	obj
1958-padog_CE_Oct23_GPU.xml	567	nouveaux quartiers	quartiers	obj
1958-padog_CE_Oct23_GPU.xml	568	pourront y être installés	Les services publics principaux	obj
1958-padog_CE_Oct23_GPU.xml	568	pourront y être installés	les établissements d’enseignement supérieur, secondaire ou technique	obj
1958-padog_CE_Oct23_GPU.xml	568	pourront y être installés	y	loc
1958-padog_CE_Oct23_GPU.xml	568	pourront s’y créer et s’y développer	les centres d’affaires ou d’activités de toute nature et, en particulier, commerciales et industrielles	obj
1958-padog_CE_Oct23_GPU.xml	568	pourront s’y créer et s’y développer	les centres de culture et de loisirs	obj
1958-padog_CE_Oct23_GPU.xml	568	pourront s’y créer et s’y développer	y	loc
1958-padog_CE_Oct23_GPU.xml	568	pourront s’y créer et s’y développer	y	loc
1958-padog_CE_Oct23_GPU.xml	568	seront conçus ou améliorés	les moyens de transport en commun, routiers ou ferrés	obj
1958-padog_CE_Oct23_GPU.xml	569	le nouveau noyau urbain	noyau urbain	obj
1958-padog_CE_Oct23_GPU.xml	570	s’y développeront	les centres d’affaires et de travail	obj
1958-padog_CE_Oct23_GPU.xml	570	s’y développeront	y	loc
1958-padog_CE_Oct23_GPU.xml	572	bien composés	ces noyaux	obj
1958-padog_CE_Oct23_GPU.xml	572	correctement construits et équipés	ces noyaux	obj
1958-padog_CE_Oct23_GPU.xml	572	accueillir certains établissements de caractère un peu exceptionnel	certains établissements de caractère un peu exceptionnel	obj
1958-padog_CE_Oct23_GPU.xml	572	étendront progressivement leur zone d’influence	leur zone d’influence	obj
1958-padog_CE_Oct23_GPU.xml	572	étendront progressivement leur zone d’influence	sur les communes voisines	loc
1958-padog_CE_Oct23_GPU.xml	573	de grands axes actuels ou projetés	de grands axes	obj
1958-padog_CE_Oct23_GPU.xml	574	les réaliser	les	obj
1958-padog_CE_Oct23_GPU.xml	575	l’aménagement de la Région	la Région	obj
1958-padog_CE_Oct23_GPU.xml	590	réorganiser et de restructurer la banlieue	la banlieue	obj
1958-padog_CE_Oct23_GPU.xml	590	non de l’étendre	la banlieue	obj
1958-padog_CE_Oct23_GPU.xml	592	nouveaux noyaux urbains principaux et secondaires	noyaux urbains principaux et secondaires	obj
1958-padog_CE_Oct23_GPU.xml	595	devraient être convenablement répartis	Ils	obj
1958-padog_CE_Oct23_GPU.xml	595	pouvoir être réalisés successivement dans le temps	Ils	obj
1958-padog_CE_Oct23_GPU.xml	595	devraient être convenablement répartis	autour de PARIS	loc
1958-padog_CE_Oct23_GPU.xml	598	pourront s’y placer	Les éléments	obj
1958-padog_CE_Oct23_GPU.xml	598	pourront s’y placer	y	loc
1958-padog_CE_Oct23_GPU.xml	598	puisse réellement « démarrer »	l’un de ces centres	obj
1958-padog_CE_Oct23_GPU.xml	598	viendront facilement s’installer	d’autres	obj
1958-padog_CE_Oct23_GPU.xml	600	une restructuration de l’agglomération	l’agglomération	obj
1958-padog_CE_Oct23_GPU.xml	602	son prolongement éventuel	LA DÉFENSE	obj
1958-padog_CE_Oct23_GPU.xml	602	son prolongement éventuel	vers la forêt de SAINT GERMAIN	loc
1958-padog_CE_Oct23_GPU.xml	602	son prolongement éventuel	dans la plaine de MONTESSON	loc
1958-padog_CE_Oct23_GPU.xml	603	l’opération dite « de la DÉFENSE »	« de la DÉFENSE »	obj
1958-padog_CE_Oct23_GPU.xml	603	prolonger vers l’Ouest le grand axe de PARIS : Louvre, Concorde, Étoile	vers l’Ouest	loc
1958-padog_CE_Oct23_GPU.xml	603	prolonger vers l’Ouest le grand axe de PARIS : Louvre, Concorde, Étoile	le grand axe de PARIS : Louvre, Concorde, Étoile	obj
1958-padog_CE_Oct23_GPU.xml	604	un premier prolongement	vers l’extérieur de PARIS	loc
1958-padog_CE_Oct23_GPU.xml	604	mouvement vers l’Ouest du quartier des affaires	vers l’Ouest	loc
1958-padog_CE_Oct23_GPU.xml	604	mouvement vers l’Ouest du quartier des affaires	quartier des affaires	obj
1958-padog_CE_Oct23_GPU.xml	605	un étalement très importants	il	obj
1958-padog_CE_Oct23_GPU.xml	605	un étalement très importants	dans le quartier de la DÉFENSE	loc
1958-padog_CE_Oct23_GPU.xml	606	la construction du Centre National des Industries et des Techniques	Centre National des Industries et des Techniques	obj
1958-padog_CE_Oct23_GPU.xml	608	projettent leurs buildings	y	loc
1958-padog_CE_Oct23_GPU.xml	608	projettent leurs buildings	leurs buildings	obj
1958-padog_CE_Oct23_GPU.xml	608	construire un Palais des Congrès, un Théâtre populaire, un grand hôtel, un nouveau «Vélodrome d’Hiver»	y	loc
1958-padog_CE_Oct23_GPU.xml	608	construire un Palais des Congrès, un Théâtre populaire, un grand hôtel, un nouveau «Vélodrome d’Hiver»	un Palais des Congrès	obj
1958-padog_CE_Oct23_GPU.xml	608	construire un Palais des Congrès, un Théâtre populaire, un grand hôtel, un nouveau «Vélodrome d’Hiver»	un Théâtre populaire	obj
1958-padog_CE_Oct23_GPU.xml	608	construire un Palais des Congrès, un Théâtre populaire, un grand hôtel, un nouveau «Vélodrome d’Hiver»	un grand hôtel	obj
1958-padog_CE_Oct23_GPU.xml	608	construire un Palais des Congrès, un Théâtre populaire, un grand hôtel, un nouveau «Vélodrome d’Hiver»	un nouveau «Vélodrome d’Hiver»	obj
1958-padog_CE_Oct23_GPU.xml	609	le commencement des travaux de construction du prolongement du métropolitain	métropolitain	obj
1958-padog_CE_Oct23_GPU.xml	609	amorçant ainsi la réalisation d’une transversale rapide Est-Ouest de PARIS	une transversale rapide Est-Ouest de PARIS	obj
1958-padog_CE_Oct23_GPU.xml	611	le prolongement éventuel de l’opération « DÉFENSE »	l’opération « DÉFENSE »	obj
1958-padog_CE_Oct23_GPU.xml	616	recevoir un nouveau noyau urbain important	les différents emplacements	loc
1958-padog_CE_Oct23_GPU.xml	616	recevoir un nouveau noyau urbain important	un nouveau noyau urbain important	obj
1958-padog_CE_Oct23_GPU.xml	616	recevoir un nouveau noyau urbain important	dans l’agglomération parisienne	loc
1958-padog_CE_Oct23_GPU.xml	616	recevoir un nouveau noyau urbain important	Plateau de VILLACOUBLAY	loc
1958-padog_CE_Oct23_GPU.xml	617	la réalisation d’un ensemble particulièrement intéressant	un ensemble particulièrement intéressant	obj
1958-padog_CE_Oct23_GPU.xml	617	pouvait être transféré	l’aérodrome militaire	obj
1958-padog_CE_Oct23_GPU.xml	617	pouvait être transféré	ailleurs	loc
1958-padog_CE_Oct23_GPU.xml	619	l’aménagement de la Région Parisienne	la Région Parisienne	obj
1958-padog_CE_Oct23_GPU.xml	619	un transfert de ces installations aéronautiques	ces installations aéronautiques	obj
1958-padog_CE_Oct23_GPU.xml	620	l’étude d’une utilisation du Plateau de Villacoublay	Plateau de Villacoublay	obj
1958-padog_CE_Oct23_GPU.xml	622	la construction d’un noyau important avec des activités secondaires et tertiaires en nombre suffisant	un noyau important avec des activités secondaires et tertiaires en nombre suffisant	obj
1958-padog_CE_Oct23_GPU.xml	623	la construction d’une ville universitaire ou d’une cité administrative	une ville universitaire	obj
1958-padog_CE_Oct23_GPU.xml	623	la construction d’une ville universitaire ou d’une cité administrative	une cité administrative	obj
1958-padog_CE_Oct23_GPU.xml	624	la construction d’une ville-parc spécialement aménagée pour les sports et les loisirs	une ville-parc spécialement aménagée pour les sports et les loisirs	obj
1958-padog_CE_Oct23_GPU.xml	625	aménager	les liaisons ferrées existantes à proximité avec la rive gauche de PARIS	obj
1958-padog_CE_Oct23_GPU.xml	625	rapprocher	les liaisons ferrées existantes à proximité avec la rive gauche de PARIS	obj
1958-padog_CE_Oct23_GPU.xml	625	devant être améliorée	une ossature routière	obj
1958-padog_CE_Oct23_GPU.xml	625	devant être améliorée	dans ses liaisons avec PARIS et notamment les quais de la rive gauche	loc
1958-padog_CE_Oct23_GPU.xml	629	grignotée sans cesse par des lotissements ou des exploitations de carrières	la forêt de BONDY	obj
1958-padog_CE_Oct23_GPU.xml	631	le développement s’est poursuivi de façon anarchique	cette région	obj
1958-padog_CE_Oct23_GPU.xml	634	créer un vaste parc départemental	y	loc
1958-padog_CE_Oct23_GPU.xml	634	créer un vaste parc départemental	un vaste parc départemental	obj
1958-padog_CE_Oct23_GPU.xml	634	créer un vaste parc départemental	à LA COURNEUVE	loc
1958-padog_CE_Oct23_GPU.xml	637	un projet d’extension et de développement de cet aéroport	cet aéroport	obj
1958-padog_CE_Oct23_GPU.xml	637	un éventuel transfert de l’aérodrome du BOURGET	l’aérodrome du BOURGET	obj
1958-padog_CE_Oct23_GPU.xml	637	l’extension et à la modernisation sur place de l’aérodrome actuel	sur place	loc
1958-padog_CE_Oct23_GPU.xml	637	l’extension et à la modernisation sur place de l’aérodrome actuel	l’aérodrome actuel	obj
1958-padog_CE_Oct23_GPU.xml	638	pouvait être aménagé	un aéroport Nord de PARIS	obj
1958-padog_CE_Oct23_GPU.xml	638	appelé à remplacer celui du BOURGET	celui du BOURGET	obj
1958-padog_CE_Oct23_GPU.xml	638	pouvait être aménagé	en dehors et à proximité de l’agglomération	loc
1958-padog_CE_Oct23_GPU.xml	639	la localisation dans cette région d’un nouveau centre urbain relativement important	dans cette région	loc
1958-padog_CE_Oct23_GPU.xml	639	la localisation dans cette région d’un nouveau centre urbain relativement important	un nouveau centre urbain relativement important	obj
1958-padog_CE_Oct23_GPU.xml	639	le futur Parc de La Courneuve	Parc de La Courneuve	obj
1958-padog_CE_Oct23_GPU.xml	639	pouvant être améliorées	des liaisons ferrées	obj
1958-padog_CE_Oct23_GPU.xml	639	un élément restructurateur de tout l’ensemble indiqué précédemment	tout l’ensemble indiqué précédemment	obj
1958-padog_CE_Oct23_GPU.xml	641	Les nouveaux ensembles d’habitations de SARCELLES, de SAINT-DENIS, de GARGES-LES-GONESSE Dame-Blanche, de LA COURNEUVE	ensembles d’habitations de SARCELLES, de SAINT-DENIS, de GARGES-LES-GONESSE Dame-Blanche, de LA COURNEUVE	obj
1958-padog_CE_Oct23_GPU.xml	641	formeraient une couronne	une couronne	obj
1958-padog_CE_Oct23_GPU.xml	641	formeraient une couronne	autour d’un pôle d’attraction appelé à devenir très important	loc
1958-padog_CE_Oct23_GPU.xml	644	les trois noyaux de restructuration	les trois noyaux	obj
1958-padog_CE_Oct23_GPU.xml	646	la poussée vers l’Ouest de l’agglomération parisienne	vers l’Ouest	loc
1958-padog_CE_Oct23_GPU.xml	646	la poussée vers l’Ouest de l’agglomération parisienne	l’agglomération parisienne	obj
1958-padog_CE_Oct23_GPU.xml	646	prévoir dans cette région de la banlieue, elle aussi très peuplée, au moins un centre restructurateur	dans cette région de la banlieue	loc
1958-padog_CE_Oct23_GPU.xml	646	prévoir dans cette région de la banlieue, elle aussi très peuplée, au moins un centre restructurateur	au moins un centre restructurateur	obj
1958-padog_CE_Oct23_GPU.xml	647	l’opération décidée du grand ensemble de CRÉTEIL	grand ensemble de CRÉTEIL	obj
1958-padog_CE_Oct23_GPU.xml	647	une organisation de la partie de banlieue	la partie de banlieue	obj
1958-padog_CE_Oct23_GPU.xml	647	une organisation de la partie de banlieue	entre la Seine et la boucle de SAINT-MAUR de la Marne	loc
1958-padog_CE_Oct23_GPU.xml	649	la sauvegarde	grands domaines boisés relativement proches des limites actuelles de l’agglomération	obj
1958-padog_CE_Oct23_GPU.xml	649	la sauvegarde	tous les ensembles boisés ceinturant celle-ci	obj
1958-padog_CE_Oct23_GPU.xml	650	la création d’un nouveau noyau	un nouveau noyau	obj
1958-padog_CE_Oct23_GPU.xml	650	la création d’un nouveau noyau	à proximité des limites de l’agglomération	loc
1958-padog_CE_Oct23_GPU.xml	650	un prolongement tentaculaire de l’agglomération	l’agglomération	obj
1958-padog_CE_Oct23_GPU.xml	650	un prolongement tentaculaire de l’agglomération	vers ce noyau	loc
1958-padog_CE_Oct23_GPU.xml	652	Une première étape dans la restructuration de la banlieue est amorcée	la banlieue	obj
1958-padog_CE_Oct23_GPU.xml	653	ne pas accroître cette insuffisance	les équipements publics	obj
1958-padog_CE_Oct23_GPU.xml	654	certains ensembles réalisés	certains ensembles	obj
1958-padog_CE_Oct23_GPU.xml	655	doivent être convenablement équipées	des unités	obj
1958-padog_CE_Oct23_GPU.xml	656	localiser dans leur périmètre certains équipements publics nécessaires	dans leur périmètre	loc
1958-padog_CE_Oct23_GPU.xml	656	localiser dans leur périmètre certains équipements publics nécessaires	certains équipements publics nécessaires	obj
1958-padog_CE_Oct23_GPU.xml	658	être implantés	dans le tissu urbain de la banlieue	loc
1958-padog_CE_Oct23_GPU.xml	658	une restructuration et une régénération de la banlieue	la banlieue	obj
1958-padog_CE_Oct23_GPU.xml	658	l’effort de rénovation entrepris	dans PARIS	loc
1958-padog_CE_Oct23_GPU.xml	658	l’effort de rénovation entrepris	dans d’autres secteurs de banlieue	loc
1958-padog_CE_Oct23_GPU.xml	659	la réalisation	Les grands ensembles	obj
1958-padog_CE_Oct23_GPU.xml	659	la réalisation	près de PARIS	loc
1958-padog_CE_Oct23_GPU.xml	669	une possibilité de construction de quelque 85.000 logements et 200 hectares de zones d’activités	quelque 85.000 logements	obj
1958-padog_CE_Oct23_GPU.xml	669	une possibilité de construction de quelque 85.000 logements et 200 hectares de zones d’activités	200 hectares de zones d’activités	obj
1958-padog_CE_Oct23_GPU.xml	670	celles exécutées	à SARCELLES, GARGES-LES-GONESSE, ÉPINAY-SUR-SEINE, LA COURNEUVE, etc.	loc
1958-padog_CE_Oct23_GPU.xml	670	un grand nombre d’autres opérations importantes	dispersées dans toute la banlieue	loc
1958-padog_CE_Oct23_GPU.xml	671	« colmater » les derniers vides de l’agglomération	les derniers vides de l’agglomération	obj
1958-padog_CE_Oct23_GPU.xml	672	reconquête des anciens quartiers ou centres urbains vétustes ou insalubres de PARIS ou des communes de banlieue	anciens quartiers	obj
1958-padog_CE_Oct23_GPU.xml	672	reconquête des anciens quartiers ou centres urbains vétustes ou insalubres de PARIS ou des communes de banlieue	centres urbains vétustes ou insalubres de PARIS	obj
1958-padog_CE_Oct23_GPU.xml	672	reconquête des anciens quartiers ou centres urbains vétustes ou insalubres de PARIS ou des communes de banlieue	communes de banlieue	obj
1958-padog_CE_Oct23_GPU.xml	674	la création de centres urbains principaux	centres urbains principaux	obj
1958-padog_CE_Oct23_GPU.xml	674	une réorganisation à grande échelle de la Région Parisienne	la Région Parisienne	obj
1958-padog_CE_Oct23_GPU.xml	676	remise en ordre	PARIS ou de sa banlieue	obj
1958-padog_CE_Oct23_GPU.xml	677	maintenir autour de l’agglomération parisienne une réserve rurale	autour de l’agglomération parisienne	loc
1958-padog_CE_Oct23_GPU.xml	677	maintenir autour de l’agglomération parisienne une réserve rurale	une réserve rurale	obj
1958-padog_CE_Oct23_GPU.xml	677	demeurer une zone de détente et de loisirs	une zone de détente et de loisirs	obj
1958-padog_CE_Oct23_GPU.xml	678	la rénovation et la restructuration de la banlieue	la banlieue	obj
